ts,sport,match_id,title,score,segment,segment_score,market,selection,price,is_active
"2026-08-25T16:08:30.000Z","tennis","a7b73a8d-cee0-483b-a8f1-380645867ad6","Matthew Donald vs Хассан, Беньямин","0:1","2","0:1","Фора по Геймам","Хассан, Беньямин (-4.5)","1.93","true"
"2026-08-25T16:08:30.000Z","tennis","a7b73a8d-cee0-483b-a8f1-380645867ad6","Matthew Donald vs Хассан, Беньямин","0:1","2","0:1","Тотал геймов","Больше 19.5","2.24","true"
"2026-08-25T16:08:30.000Z","tennis","a7b73a8d-cee0-483b-a8f1-380645867ad6","Matthew Donald vs Хассан, Беньямин","0:1","2","0:1","Тотал геймов","Меньше 19.5","1.61","true"
"2026-08-25T16:08:37.500Z","esports_dota_2","44feb73c-0c98-4745-ba41-a686b12d89aa","Klim Sani4 vs Team Lynx","0:0","1","9:8","Победитель","Klim Sani4","1.08","true"
"2026-08-25T16:08:37.500Z","esports_dota_2","44feb73c-0c98-4745-ba41-a686b12d89aa","Klim Sani4 vs Team Lynx","0:0","1","9:8","Победитель","Team Lynx","6.84","true"
"2026-08-25T16:08:37.500Z","esports_dota_2","44feb73c-0c98-4745-ba41-a686b12d89aa","Klim Sani4 vs Team Lynx","0:0","1","9:8","Фора по картам","Klim Sani4 (-1.5)","1.9","true"
"2026-08-25T16:08:37.500Z","esports_dota_2","44feb73c-0c98-4745-ba41-a686b12d89aa","Klim Sani4 vs Team Lynx","0:0","1","9:8","Фора по картам","Team Lynx (+1.5)","1.84","true"
"2026-08-25T16:08:43.500Z","esports_dota_2","687d2fd8-525b-472c-a6c3-e22cf5061ac4","Nethercore vs Jujutsu","0:1","","","Победитель","Nethercore","4.7","true"
"2026-08-25T16:08:43.500Z","esports_dota_2","687d2fd8-525b-472c-a6c3-e22cf5061ac4","Nethercore vs Jujutsu","0:1","","","Победитель","Jujutsu","1.17","true"
"2026-08-25T16:08:43.500Z","esports_dota_2","687d2fd8-525b-472c-a6c3-e22cf5061ac4","Nethercore vs Jujutsu","0:1","","","Фора по картам","Nethercore (+1.5)","1.67","true"
"2026-08-25T16:08:43.500Z","esports_dota_2","687d2fd8-525b-472c-a6c3-e22cf5061ac4","Nethercore vs Jujutsu","0:1","","","Фора по картам","Jujutsu (-1.5)","2.12","true"
"2026-08-25T16:08:43.500Z","esports_dota_2","687d2fd8-525b-472c-a6c3-e22cf5061ac4","Nethercore vs Jujutsu","0:1","","","Тотал карт","Больше 2.5","1.5","true"
"2026-08-25T16:08:43.500Z","esports_dota_2","687d2fd8-525b-472c-a6c3-e22cf5061ac4","Nethercore vs Jujutsu","0:1","","","Тотал карт","Меньше 2.5","2.48","true"
"2026-08-25T16:09:06.000Z","tennis","8a61df01-60a2-4cea-83fd-4006c2d08666","Alena Kovackova vs Laura Boehner","0:0","","","Фора по Геймам","Alena Kovackova (-8.5)","1.87","true"
"2026-08-25T16:09:06.000Z","tennis","8a61df01-60a2-4cea-83fd-4006c2d08666","Alena Kovackova vs Laura Boehner","0:0","","","Фора по Геймам","Laura Boehner (+8.5)","1.87","true"
"2026-08-25T16:09:06.000Z","tennis","8a61df01-60a2-4cea-83fd-4006c2d08666","Alena Kovackova vs Laura Boehner","0:0","","","Тотал геймов","Больше 15.5","2.03","true"
"2026-08-25T16:09:06.000Z","tennis","8a61df01-60a2-4cea-83fd-4006c2d08666","Alena Kovackova vs Laura Boehner","0:0","","","Тотал геймов","Меньше 15.5","1.73","true"
"2026-08-25T16:09:06.000Z","tennis","429ab937-4aaa-4695-8044-f1f4f1128c09","Oliver Bonding vs Millen Hurrion","0:0","","","Победитель","Oliver Bonding","1.37","true"
"2026-08-25T16:09:06.000Z","tennis","429ab937-4aaa-4695-8044-f1f4f1128c09","Oliver Bonding vs Millen Hurrion","0:0","","","Победитель","Millen Hurrion","2.94","true"
"2026-08-25T16:09:06.000Z","tennis","429ab937-4aaa-4695-8044-f1f4f1128c09","Oliver Bonding vs Millen Hurrion","0:0","","","Тотал геймов","Больше 23.5","1.98","true"
"2026-08-25T16:09:06.000Z","tennis","429ab937-4aaa-4695-8044-f1f4f1128c09","Oliver Bonding vs Millen Hurrion","0:0","","","Тотал геймов","Меньше 23.5","1.77","true"
"2026-08-25T16:09:06.000Z","tennis","4ffcbfa8-cb2c-410e-b91a-d88b57881461","Marc Vives Martinez vs Andrea Baudel","0:0","","","Фора по Геймам","Marc Vives Martinez (+8.5)","2.14","true"
"2026-08-25T16:09:06.000Z","tennis","4ffcbfa8-cb2c-410e-b91a-d88b57881461","Marc Vives Martinez vs Andrea Baudel","0:0","","","Фора по Геймам","Andrea Baudel (-8.5)","1.66","true"
"2026-08-25T16:09:06.000Z","tennis","4ffcbfa8-cb2c-410e-b91a-d88b57881461","Marc Vives Martinez vs Andrea Baudel","0:0","","","Тотал геймов","Больше 15.5","2.12","true"
"2026-08-25T16:09:06.000Z","tennis","4ffcbfa8-cb2c-410e-b91a-d88b57881461","Marc Vives Martinez vs Andrea Baudel","0:0","","","Тотал геймов","Меньше 15.5","1.67","true"
"2026-08-25T16:09:16.500Z","tennis","a7b73a8d-cee0-483b-a8f1-380645867ad6","Matthew Donald vs Хассан, Беньямин","0:1","2","0:1","Фора по Геймам","Matthew Donald (+4.5)","1.87","true"
"2026-08-25T16:09:16.500Z","tennis","a7b73a8d-cee0-483b-a8f1-380645867ad6","Matthew Donald vs Хассан, Беньямин","0:1","2","0:1","Фора по Геймам","Хассан, Беньямин (-4.5)","1.87","true"
"2026-08-25T16:09:16.500Z","tennis","a7b73a8d-cee0-483b-a8f1-380645867ad6","Matthew Donald vs Хассан, Беньямин","0:1","2","0:1","Тотал геймов","Больше 19.5","2.36","true"
"2026-08-25T16:09:16.500Z","tennis","a7b73a8d-cee0-483b-a8f1-380645867ad6","Matthew Donald vs Хассан, Беньямин","0:1","2","0:1","Тотал геймов","Меньше 19.5","1.55","true"
"2026-08-25T16:10:45.000Z","tennis","63061260-279b-4bd4-b182-165ad0b3f6a7","Федерико Яннакконе vs Алексей Крутых","0:0","1","2:2","Победитель","Федерико Яннакконе","7.42","true"
"2026-08-25T16:10:45.000Z","tennis","63061260-279b-4bd4-b182-165ad0b3f6a7","Федерико Яннакконе vs Алексей Крутых","0:0","1","2:2","Победитель","Алексей Крутых","1.07","true"
"2026-08-25T16:10:45.000Z","tennis","63061260-279b-4bd4-b182-165ad0b3f6a7","Федерико Яннакконе vs Алексей Крутых","0:0","1","2:2","Фора по Геймам","Федерико Яннакконе (+4.5)","2.17","true"
"2026-08-25T16:10:45.000Z","tennis","63061260-279b-4bd4-b182-165ad0b3f6a7","Федерико Яннакконе vs Алексей Крутых","0:0","1","2:2","Фора по Геймам","Алексей Крутых (-4.5)","1.64","true"
"2026-08-25T16:10:45.000Z","tennis","63061260-279b-4bd4-b182-165ad0b3f6a7","Федерико Яннакконе vs Алексей Крутых","0:0","1","2:2","Тотал геймов","Больше 21.5","2.25","true"
"2026-08-25T16:10:45.000Z","tennis","63061260-279b-4bd4-b182-165ad0b3f6a7","Федерико Яннакконе vs Алексей Крутых","0:0","1","2:2","Тотал геймов","Меньше 21.5","1.6","true"
"2026-08-25T16:10:54.000Z","tennis","a7b73a8d-cee0-483b-a8f1-380645867ad6","Matthew Donald vs Хассан, Беньямин","0:1","2","0:1","Фора по Геймам","Matthew Donald (+4.5)","1.94","true"
"2026-08-25T16:10:54.000Z","tennis","a7b73a8d-cee0-483b-a8f1-380645867ad6","Matthew Donald vs Хассан, Беньямин","0:1","2","0:1","Фора по Геймам","Хассан, Беньямин (-4.5)","1.8","true"
"2026-08-25T16:10:54.000Z","tennis","a7b73a8d-cee0-483b-a8f1-380645867ad6","Matthew Donald vs Хассан, Беньямин","0:1","2","0:1","Тотал геймов","Больше 19.5","2.46","true"
"2026-08-25T16:10:54.000Z","tennis","a7b73a8d-cee0-483b-a8f1-380645867ad6","Matthew Donald vs Хассан, Беньямин","0:1","2","0:1","Тотал геймов","Меньше 19.5","1.51","true"
"2026-08-25T16:11:13.500Z","tennis","a7b73a8d-cee0-483b-a8f1-380645867ad6","Matthew Donald vs Хассан, Беньямин","0:1","2","0:1","Победитель","Matthew Donald","7.78","true"
"2026-08-25T16:11:13.500Z","tennis","a7b73a8d-cee0-483b-a8f1-380645867ad6","Matthew Donald vs Хассан, Беньямин","0:1","2","0:1","Победитель","Хассан, Беньямин","1.06","true"
"2026-08-25T16:11:13.500Z","tennis","a7b73a8d-cee0-483b-a8f1-380645867ad6","Matthew Donald vs Хассан, Беньямин","0:1","2","0:1","Фора по Геймам","Matthew Donald (+5.5)","1.8","true"
"2026-08-25T16:11:13.500Z","tennis","a7b73a8d-cee0-483b-a8f1-380645867ad6","Matthew Donald vs Хассан, Беньямин","0:1","2","0:1","Фора по Геймам","Хассан, Беньямин (-5.5)","1.94","true"
"2026-08-25T16:11:13.500Z","tennis","a7b73a8d-cee0-483b-a8f1-380645867ad6","Matthew Donald vs Хассан, Беньямин","0:1","2","0:1","Тотал геймов","Больше 18.5","1.53","true"
"2026-08-25T16:11:13.500Z","tennis","a7b73a8d-cee0-483b-a8f1-380645867ad6","Matthew Donald vs Хассан, Беньямин","0:1","2","0:1","Тотал геймов","Меньше 18.5","2.39","true"
"2026-08-25T16:11:19.500Z","tennis","686b284b-f108-4ce0-ac8a-46c042878c26","Раду Албот vs Леонардо Росси","0:0","1","3:5","Тотал геймов","Больше 25.5","1.83","true"
"2026-08-25T16:11:19.500Z","tennis","686b284b-f108-4ce0-ac8a-46c042878c26","Раду Албот vs Леонардо Росси","0:0","1","3:5","Тотал геймов","Меньше 25.5","1.91","true"
"2026-08-25T16:11:45.000Z","esports_dota_2","687d2fd8-525b-472c-a6c3-e22cf5061ac4","Nethercore vs Jujutsu","0:1","","","Фора по картам","Nethercore (+1.5)","1.7","true"
"2026-08-25T16:11:45.000Z","esports_dota_2","687d2fd8-525b-472c-a6c3-e22cf5061ac4","Nethercore vs Jujutsu","0:1","","","Фора по картам","Jujutsu (-1.5)","2.07","true"
"2026-08-25T16:11:45.000Z","esports_dota_2","687d2fd8-525b-472c-a6c3-e22cf5061ac4","Nethercore vs Jujutsu","0:1","","","Тотал карт","Больше 2.5","1.53","true"
"2026-08-25T16:11:45.000Z","esports_dota_2","687d2fd8-525b-472c-a6c3-e22cf5061ac4","Nethercore vs Jujutsu","0:1","","","Тотал карт","Меньше 2.5","2.41","true"
